//Villager Info
ID = 0x0000, Name = Cyrano, Personality = 2, Catchphrase = ah-CHOO, Shirt = 0x2472, Furniture = [0x2137, 0x2386, 0x23F6, 0x2759, 0x2AF0, 0x2AF1, 0x2AFD, 0x2AF1, 0x293E, 0x7FFE, 0x2AFC, 0x2AEF, 0x2AFB, 0x290C, 0x7FFE, 0x7FFE, 0x7FFE, 0x7FFE, 0x7FFE, 0x7FFE, 0x200000, ]
ID = 0x010A, Name = Gala, Personality = 4, Catchphrase = snortie, Shirt = 0x2452, Furniture = [0x215C, 0x23AE, 0x242F, 0x2767, 0x294B, 0x2A2E, 0x2AE9, 0x2A40, 0x2BA0, 0x2B94, 0x7FFE, 0x2A43, 0x2C8F, 0x2912, 0x2BF9, 0x2BF9, 0x7FFE, 0x7FFE, 0x2CC0, 0x7FFE, 0x27010A, ]
ID = 0x010B, Name = Chops, Personality = 3, Catchphrase = zoink, Shirt = 0x256B, Furniture = [0x217C, 0x2383, 0x2403, 0x2778, 0x2C46, 0x2D34, 0x7FFE, 0x2B9F, 0x2D32, 0x295C, 0x2BD6, 0x2B31, 0x2950, 0x2C75, 0x2C41, 0x7FFE, 0x7FFE, 0x7FFE, 0x2A3C, 0x7FFE, 0x5010B, ]
ID = 0x010C, Name = Kevin, Personality = 1, Catchphrase = weeweewee, Shirt = 0x2561, Furniture = [0x2173, 0x2392, 0x2417, 0x2771, 0x7FFE, 0x2C1F, 0x2C1F, 0x2A69, 0x2A6F, 0x2BBB, 0x2BA5, 0x2BB7, 0x2A6D, 0x2A6E, 0x7FFE, 0x7FFE, 0x7FFE, 0x7FFE, 0x7FFE, 0x7FFE, 0x1A010C, ]
ID = 0x010D, Name = Pancetti, Personality = 6, Catchphrase = sooey, Shirt = 0x2590, Furniture = [0x212B, 0x2343, 0x243B, 0x276D, 0x2B1E, 0x7FFE, 0x2B74, 0x2BA1, 0x2D3A, 0x2D3E, 0x2D44, 0x2B7D, 0x2B2D, 0x2B2D, 0x2B7A, 0x2CB3, 0x7FFE, 0x7FFE, 0x7FFE, 0x2CBF, 0x2010D, ]
ID = 0x010E, Name = Agnes, Personality = 7, Catchphrase = snuffle, Shirt = 0x2497, Furniture = [0x216F, 0x2364, 0x242C, 0x276F, 0x29A3, 0x29AB, 0x2D0C, 0x2BA1, 0x29A7, 0x29A8, 0x29AA, 0x2C70, 0x2B37, 0x2D0B, 0x2C59, 0x2C8C, 0x7FFE, 0x7FFE, 0x7FFE, 0x29AD, 0x18010E, ]
ID = 0x010F, Name = Bunnie, Personality = 5, Catchphrase = tee-hee, Shirt = 0x24AB, Furniture = [0x212E, 0x236E, 0x2433, 0x2769, 0x2B1E, 0x2B45, 0x2B9F, 0x295A, 0x295A, 0x2C9E, 0x2BC4, 0x2C70, 0x2B2E, 0x2C8F, 0x2ADE, 0x7FFE, 0x7FFE, 0x7FFE, 0x7FFE, 0x7FFE, 0x1B010F, ]
ID = 0x0110, Name = Dotty, Personality = 5, Catchphrase = wee one, Shirt = 0x2481, Furniture = [0x214B, 0x23AC, 0x242C, 0x275D, 0x298D, 0x2C43, 0x7FFE, 0x2D0C, 0x2BC2, 0x2BC3, 0x2D0B, 0x7FFE, 0x2B2D, 0x2D0D, 0x2D04, 0x2CAC, 0x7FFE, 0x7FFE, 0x2C60, 0x7FFE, 0x2F0110, ]
ID = 0x0111, Name = Coco, Personality = 4, Catchphrase = doyoing, Shirt = 0x2472, Furniture = [0x2154, 0x2375, 0x2410, 0x2758, 0x2B70, 0x2B70, 0x293D, 0x293A, 0x293D, 0x28BC, 0x28C2, 0x28D4, 0x292E, 0x28E7, 0x2C0D, 0x2C0C, 0x7FFE, 0x7FFE, 0x7FFE, 0x7FFE, 0x3F0111, ]
ID = 0x0112, Name = Snake, Personality = 1, Catchphrase = bunyip, Shirt = 0x2515, Furniture = [0x212D, 0x2376, 0x2416, 0x2773, 0x2BBC, 0x2AF1, 0x2AFD, 0x2AFE, 0x2AFF, 0x2D72, 0x2D72, 0x2D71, 0x2B0C, 0x2D71, 0x7FFE, 0x7FFE, 0x7FFE, 0x7FFE, 0x7FFE, 0x7FFE, 0x170112, ]
ID = 0x0113, Name = Gaston, Personality = 2, Catchphrase = mon chou, Shirt = 0x25A0, Furniture = [0x2154, 0x239B, 0x241D, 0x276F, 0x2D94, 0x2D66, 0x2B72, 0x2B79, 0x2D96, 0x2B4D, 0x2B9E, 0x2BC8, 0x2D6D, 0x2BC7, 0x2C7C, 0x7FFE, 0x7FFE, 0x7FFE, 0x2D68, 0x7FFE, 0x200113, ]
ID = 0x0114, Name = Gabi, Personality = 5, Catchphrase = honeybun, Shirt = 0x24B4, Furniture = [0x2149, 0x236F, 0x240C, 0x275F, 0x2956, 0x2B45, 0x7FFE, 0x2B47, 0x295B, 0x2B2D, 0x2C4C, 0x2B9D, 0x2959, 0x2959, 0x2B4A, 0x7FFE, 0x7FFE, 0x7FFE, 0x2960, 0x7FFE, 0x120114, ]
ID = 0x0115, Name = Pippy, Personality = 5, Catchphrase = li'l hare, Shirt = 0x24AD, Furniture = [0x2133, 0x236A, 0x23CC, 0x2771, 0x2C97, 0x2CF3, 0x2BA0, 0x2A45, 0x2A40, 0x2B37, 0x2A43, 0x2B7C, 0x2B78, 0x2C8F, 0x2C8C, 0x7FFE, 0x7FFE, 0x7FFE, 0x2A42, 0x2C2C, 0x240115, ]
ID = 0x0116, Name = Tiffany, Personality = 6, Catchphrase = bunbun, Shirt = 0x24F7, Furniture = [0x2140, 0x2394, 0x23ED, 0x276D, 0x2D05, 0x2B5B, 0x2BA1, 0x2AE9, 0x2B5B, 0x7FFE, 0x2B5D, 0x2B32, 0x2AE8, 0x2AE8, 0x7FFE, 0x7FFE, 0x7FFE, 0x7FFE, 0x2C60, 0x7FFE, 0x210116, ]
ID = 0x0117, Name = Genji, Personality = 1, Catchphrase = otaku, Shirt = 0x2473, Furniture = [0x2163, 0x2372, 0x23F8, 0x2759, 0x2BBC, 0x2C45, 0x2AF1, 0x2C10, 0x7FFE, 0x2AF4, 0x2B48, 0x2AEF, 0x2AF2, 0x2759, 0x229C, 0x7FFE, 0x7FFE, 0x7FFE, 0x2CD4, 0x7FFE, 0x270117, ]
ID = 0x0118, Name = Ruby, Personality = 5, Catchphrase = li'l ears, Shirt = 0x245D, Furniture = [0x2135, 0x235A, 0x23DF, 0x2758, 0x2A5E, 0x2A5F, 0x2A60, 0x2A62, 0x2A61, 0x292D, 0x292C, 0x2A5D, 0x2A64, 0x7FFE, 0x7FFE, 0x7FFE, 0x7FFE, 0x7FFE, 0x7FFE, 0x7FFE, 0x3E0118, ]
ID = 0x0119, Name = Doc, Personality = 0, Catchphrase = old bunny, Shirt = 0x24A9, Furniture = [0x2160, 0x2361, 0x23E6, 0x275C, 0x2B44, 0x2C3E, 0x2A7A, 0x2ABA, 0x2BA2, 0x2AD4, 0x2C4C, 0x2ABB, 0x2BB2, 0x2BB2, 0x2C56, 0x7FFE, 0x7FFE, 0x7FFE, 0x2CC3, 0x7FFE, 0x180119, ]
ID = 0x011A, Name = Francine, Personality = 6, Catchphrase = karat, Shirt = 0x249A, Furniture = [0x215B, 0x2347, 0x23CC, 0x275A, 0x7FFE, 0x2B1E, 0x2967, 0x2A3E, 0x2A40, 0x2A47, 0x2769, 0x296A, 0x2B9D, 0x2A44, 0x2C59, 0x7FFE, 0x7FFE, 0x7FFE, 0x7FFE, 0x2C2C, 0x45011A, ]
ID = 0x011B, Name = Chrissy, Personality = 5, Catchphrase = sparkles, Shirt = 0x249B, Furniture = [0x2128, 0x2343, 0x23EB, 0x275A, 0x29A3, 0x29AB, 0x2D22, 0x29A4, 0x2BC2, 0x2494, 0x29AC, 0x2ADE, 0x2B9C, 0x2B20, 0x2800, 0x7FFE, 0x7FFE, 0x7FFE, 0x2960, 0x7FFE, 0x13011B, ]
ID = 0x011C, Name = O'Hare, Personality = 3, Catchphrase = amigo, Shirt = 0x250F, Furniture = [0x2173, 0x235F, 0x2414, 0x276C, 0x2B1E, 0x2C1F, 0x2C1F, 0x2B6C, 0x2A83, 0x2B2D, 0x2B9E, 0x28E2, 0x2B87, 0x2B6D, 0x7FFE, 0x7FFE, 0x7FFE, 0x7FFE, 0x7FFE, 0x7FFE, 0x011C, ]
ID = 0x011D, Name = Carmen, Personality = 5, Catchphrase = nougat, Shirt = 0x24AD, Furniture = [0x214B, 0x23AD, 0x2439, 0x2758, 0x2D42, 0x2D0E, 0x2C87, 0x2D3D, 0x2D3B, 0x2D3F, 0x28DA, 0x2B9E, 0x2D44, 0x2D41, 0x2C59, 0x7FFE, 0x7FFE, 0x7FFE, 0x2D40, 0x7FFE, 0x20011D, ]
ID = 0x011E, Name = Bonbon, Personality = 5, Catchphrase = deelish, Shirt = 0x24CD, Furniture = [0x217F, 0x23A8, 0x242C, 0x2762, 0x2DDA, 0x2D0E, 0x2BA3, 0x7FFE, 0x2D0F, 0x2CBA, 0x2D12, 0x2D15, 0x2DD9, 0x2B2C, 0x7FFE, 0x7FFE, 0x7FFE, 0x7FFE, 0x2D13, 0x7FFE, 0x011E, ]
ID = 0x011F, Name = Cole, Personality = 0, Catchphrase = duuude, Shirt = 0x24FA, Furniture = [0x216D, 0x2375, 0x240E, 0x2777, 0x296C, 0x296D, 0x2971, 0x2971, 0x2975, 0x7FFE, 0x2B7D, 0x2B33, 0x2B38, 0x2972, 0x2BA6, 0x2B8D, 0x2C50, 0x7FFE, 0x2CC7, 0x7FFE, 0x1C011F, ]
ID = 0x0120, Name = Mira, Personality = 7, Catchphrase = cottontail, Shirt = 0x253E, Furniture = [0x2136, 0x23B1, 0x2432, 0x275B, 0x2DAE, 0x2D4D, 0x2D46, 0x2D4C, 0x2D49, 0x2D4A, 0x7FFE, 0x253E, 0x2D45, 0x2D48, 0x7FFE, 0x2CB3, 0x7FFE, 0x7FFE, 0x2C60, 0x2D4B, 0x260120, ]
ID = 0x0121, Name = Tank, Personality = 1, Catchphrase = kerPOW, Shirt = 0x2467, Furniture = [0x2152, 0x2375, 0x2416, 0x2755, 0x2BBC, 0x2D77, 0x2B81, 0x2B6A, 0x2A7A, 0x2A5B, 0x2BA4, 0x2903, 0x2B01, 0x2B02, 0x2B21, 0x2B29, 0x7FFE, 0x7FFE, 0x7FFE, 0x7FFE, 0x0121, ]
ID = 0x0122, Name = Rhonda, Personality = 4, Catchphrase = bigfoot, Shirt = 0x250C, Furniture = [0x2150, 0x2369, 0x2409, 0x2757, 0x2956, 0x2957, 0x2D22, 0x2B9F, 0x295A, 0x2D93, 0x28C7, 0x2B2D, 0x2D20, 0x7FFE, 0x7FFE, 0x7FFE, 0x7FFE, 0x7FFE, 0x2960, 0x7FFE, 0x140122, ]
ID = 0x0123, Name = Merengue, Personality = 4, Catchphrase = shortcake, Shirt = 0x253B, Furniture = [0x2172, 0x2363, 0x23E8, 0x275F, 0x2C97, 0x2A45, 0x2A2A, 0x2A2C, 0x2DB2, 0x2B7C, 0x2B2E, 0x2B9C, 0x2CB9, 0x2A46, 0x2CF4, 0x2B7A, 0x2885, 0x7FFE, 0x2D7A, 0x2CBF, 0x110123, ]
ID = 0x0124, Name = Renée, Personality = 7, Catchphrase = yo yo yo, Shirt = 0x2518, Furniture = [0x214F, 0x2391, 0x2416, 0x276D, 0x7FFE, 0x2B81, 0x2D96, 0x2ABA, 0x2A7A, 0x2A6A, 0x2B4C, 0x2AB8, 0x2A74, 0x2A74, 0x2BA6, 0x7FFE, 0x7FFE, 0x7FFE, 0x7FFE, 0x7FFE, 0x1F0124, ]
ID = 0x0125, Name = Vesta, Personality = 4, Catchphrase = baaaffo, Shirt = 0x2491, Furniture = [0x213B, 0x2345, 0x23E2, 0x276D, 0x7FFE, 0x2943, 0x2BCE, 0x2B9A, 0x2951, 0x257B, 0x24C0, 0x2B9D, 0x293B, 0x2C55, 0x2BD2, 0x2B8F, 0x2C77, 0x7FFE, 0x2CD1, 0x7FFE, 0x150125, ]
ID = 0x0126, Name = Baabara, Personality = 6, Catchphrase = daahling, Shirt = 0x247A, Furniture = [0x2129, 0x2385, 0x2438, 0x275A, 0x2B44, 0x296D, 0x7FFE, 0x2952, 0x294F, 0x2B3E, 0x2B9D, 0x2950, 0x2B2D, 0x2BA9, 0x2B7A, 0x2C50, 0x7FFE, 0x7FFE, 0x7FFE, 0x7FFE, 0x1E0126, ]
ID = 0x0127, Name = Eunice, Personality = 4, Catchphrase = lambchop, Shirt = 0x2496, Furniture = [0x2128, 0x236A, 0x2409, 0x2760, 0x2B44, 0x2B9F, 0x294F, 0x2952, 0x7FFE, 0x2A43, 0x24C9, 0x2C4C, 0x28C4, 0x2B38, 0x2C13, 0x7FFE, 0x7FFE, 0x7FFE, 0x2CC6, 0x7FFE, 0x10127, ]
ID = 0x0128, Name = Willow, Personality = 6, Catchphrase = bo peep, Shirt = 0x24B2, Furniture = [0x212C, 0x2383, 0x23F1, 0x2757, 0x2956, 0x7FFE, 0x295B, 0x2B9F, 0x2D34, 0x2B33, 0x295C, 0x2B3E, 0x2B49, 0x2C9E, 0x2C41, 0x7FFE, 0x7FFE, 0x7FFE, 0x7FFE, 0x7FFE, 0x2A0128, ]
ID = 0x0129, Name = Curlos, Personality = 3, Catchphrase = shearly, Shirt = 0x2519, Furniture = [0x212F, 0x23B4, 0x23EA, 0x276B, 0x2B1E, 0x2CFE, 0x2C87, 0x2BA0, 0x2AE9, 0x2920, 0x28E1, 0x2B3F, 0x251E, 0x2B31, 0x2C59, 0x2C50, 0x7FFE, 0x7FFE, 0x7FFE, 0x7FFE, 0x90129, ]
ID = 0x012A, Name = Wendy, Personality = 5, Catchphrase = lambkins, Shirt = 0x24FC, Furniture = [0x2130, 0x235A, 0x2430, 0x2755, 0x2B18, 0x2BBF, 0x2B08, 0x2C1F, 0x2C1F, 0x2B11, 0x2B7D, 0x2B14, 0x2B14, 0x2CB9, 0x2B7B, 0x2B1A, 0x7FFE, 0x7FFE, 0x7FFE, 0x7FFE, 0x012A, ]
ID = 0x012B, Name = Timbra, Personality = 6, Catchphrase = pine nut, Shirt = 0x24F5, Furniture = [0x2148, 0x2382, 0x23FE, 0x2778, 0x2935, 0x293E, 0x2AF7, 0x2938, 0x293A, 0x28B5, 0x297E, 0x2950, 0x2B9D, 0x2980, 0x2B22, 0x2B21, 0x2B23, 0x7FFE, 0x2D7A, 0x7FFE, 0xA012B, ]
ID = 0x012C, Name = Frita, Personality = 7, Catchphrase = oh ewe, Shirt = 0x2519, Furniture = [0x2168, 0x237D, 0x23EA, 0x2765, 0x2A85, 0x2A85, 0x2DB2, 0x2C7E, 0x29A1, 0x2CB9, 0x2CB0, 0x2C83, 0x2CB6, 0x2D7D, 0x7FFE, 0x7FFE, 0x7FFE, 0x7FFE, 0x7FFE, 0x2C2C, 0x3B012C, ]
ID = 0x012D, Name = Muffy, Personality = 7, Catchphrase = nightshade, Shirt = 0x2494, Furniture = [0x2170, 0x23AA, 0x242C, 0x2770, 0x2D30, 0x2D34, 0x2D32, 0x2D32, 0x2D39, 0x2D37, 0x2C4C, 0x7FFE, 0x2B9C, 0x2D36, 0x2C4E, 0x7FFE, 0x7FFE, 0x7FFE, 0x2D2F, 0x7FFE, 0x1C012D, ]
ID = 0x012E, Name = Pietro, Personality = 3, Catchphrase = honk honk, Shirt = 0x2472, Furniture = [0x2158, 0x238D, 0x2412, 0x276E, 0x2DE3, 0x2DE4, 0x2BA3, 0x2C9D, 0x2C64, 0x2A93, 0x2A93, 0x2DE2, 0x2DE2, 0x7FFE, 0x7FFE, 0x7FFE, 0x7FFE, 0x7FFE, 0x2DE1, 0x7FFE, 0x3C012E, ]
ID = 0x012F, Name = Peanut, Personality = 5, Catchphrase = slacker, Shirt = 0x2489, Furniture = [0x2132, 0x2364, 0x243B, 0x275A, 0x29A3, 0x2966, 0x2BA1, 0x2965, 0x29AB, 0x2B37, 0x2B93, 0x2B7D, 0x2A46, 0x2964, 0x2885, 0x2B7E, 0x7FFE, 0x7FFE, 0x2CCB, 0x29AD, 0x45012F, ]
ID = 0x0130, Name = Blaire, Personality = 6, Catchphrase = nutlet, Shirt = 0x2476, Furniture = [0x2173, 0x237B, 0x23F5, 0x275F, 0x2946, 0x2975, 0x2BC5, 0x2943, 0x2C87, 0x2C83, 0x2B9C, 0x2972, 0x2B35, 0x2944, 0x2C81, 0x2B7A, 0x7FFE, 0x7FFE, 0x2CCB, 0x2C2C, 0x20130, ]
ID = 0x0131, Name = Filbert, Personality = 0, Catchphrase = bucko, Shirt = 0x2480, Furniture = [0x215C, 0x235A, 0x23D2, 0x2767, 0x2C91, 0x29AE, 0x29B1, 0x2A63, 0x2A62, 0x2A5D, 0x29B4, 0x2D5C, 0x2910, 0x292C, 0x2C93, 0x7FFE, 0x7FFE, 0x7FFE, 0x7FFE, 0x7FFE, 0x50131, ]
ID = 0x0132, Name = Pecan, Personality = 6, Catchphrase = chipmunk, Shirt = 0x2482, Furniture = [0x2157, 0x2349, 0x23F4, 0x276D, 0x2956, 0x295B, 0x295E, 0x2BA1, 0x295A, 0x295F, 0x2D93, 0x2B32, 0x2885, 0x7FFE, 0x2B7A, 0x7FFE, 0x7FFE, 0x7FFE, 0x2960, 0x7FFE, 0x260132, ]
ID = 0x0133, Name = Nibbles, Personality = 5, Catchphrase = niblet, Shirt = 0x24FC, Furniture = [0x214B, 0x236E, 0x23CF, 0x276B, 0x2B1E, 0x2BA0, 0x2B57, 0x2B6A, 0x2BBF, 0x2B12, 0x2B1D, 0x2B30, 0x2B19, 0x28CB, 0x2B7B, 0x2B8D, 0x7FFE, 0x7FFE, 0x2CC6, 0x7FFE, 0x60133, ]
ID = 0x0134, Name = Agent S, Personality = 5, Catchphrase = sidekick, Shirt = 0x2468, Furniture = [0x214C, 0x2360, 0x23FC, 0x275C, 0x2A76, 0x2B81, 0x2A7A, 0x2A79, 0x2BC5, 0x2C57, 0x2BC4, 0x2A73, 0x2A7D, 0x2BA5, 0x2B71, 0x28B0, 0x7FFE, 0x7FFE, 0x2C60, 0x2C2E, 0xD0134, ]
ID = 0x0135, Name = Caroline, Personality = 4, Catchphrase = hulaaaa, Shirt = 0x248D, Furniture = [0x214C, 0x238F, 0x2415, 0x276C, 0x2AC2, 0x2C4B, 0x2C4B, 0x2C4B, 0x2C4B, 0x2AC5, 0x2A87, 0x2BA6, 0x2CB1, 0x2A87, 0x7FFE, 0x7FFE, 0x7FFE, 0x7FFE, 0x7FFE, 0x7FFE, 0x0135, ]
ID = 0x0136, Name = Sally, Personality = 4, Catchphrase = nutmeg, Shirt = 0x24C0, Furniture = [0x212B, 0x236E, 0x2407, 0x2769, 0x294B, 0x2978, 0x297F, 0x2BA1, 0x2952, 0x2B34, 0x7FFE, 0x2BAF, 0x2A43, 0x2BAF, 0x2B1A, 0x2B8F, 0x2ADF, 0x2B7A, 0x2981, 0x7FFE, 0xA0136, ]
ID = 0x0137, Name = Static, Personality = 2, Catchphrase = krzzt, Shirt = 0x24FF, Furniture = [0x214F, 0x2378, 0x2420, 0x275D, 0x298D, 0x2993, 0x2BA0, 0x2991, 0x2B6A, 0x28D1, 0x28D2, 0x2C71, 0x2B42, 0x2B41, 0x2CED, 0x7FFE, 0x7FFE, 0x7FFE, 0x2997, 0x2C2E, 0xD0137, ]
ID = 0x0138, Name = Mint, Personality = 6, Catchphrase = ahhhhhh, Shirt = 0x249E, Furniture = [0x2147, 0x234A, 0x240C, 0x2757, 0x2D42, 0x2A1D, 0x2B9F, 0x2965, 0x2D3A, 0x2B30, 0x2969, 0x288D, 0x2C70, 0x296A, 0x2C9B, 0x2ADF, 0x7FFE, 0x7FFE, 0x2D40, 0x2CC1, 0x60138, ]
ID = 0x0139, Name = Ricky, Personality = 2, Catchphrase = nutcase, Shirt = 0x244A, Furniture = [0x2155, 0x234B, 0x23FE, 0x2772, 0x2988, 0x2982, 0x2B9A, 0x298A, 0x2A59, 0x2A54, 0x2BD0, 0x2985, 0x2B3F, 0x2B98, 0x27A7, 0x2BA6, 0x2DF8, 0x7FFE, 0x298C, 0x7FFE, 0x50139, ]
ID = 0x013A, Name = Cally, Personality = 4, Catchphrase = WHEE, Shirt = 0x24F6, Furniture = [0x2149, 0x23A8, 0x2409, 0x2765, 0x2C46, 0x2D42, 0x2AE9, 0x2D16, 0x2D0E, 0x2D14, 0x2D18, 0x288E, 0x2D15, 0x2B3C, 0x27E2, 0x2202, 0x7FFE, 0x7FFE, 0x2D13, 0x2CC1, 0x2F013A, ]
ID = 0x013B, Name = Poppy, Personality = 4, Catchphrase = nutty, Shirt = 0x24A7, Furniture = [0x212D, 0x2367, 0x2403, 0x2761, 0x294B, 0x2B9F, 0x2BCE, 0x294F, 0x2952, 0x293C, 0x2B38, 0x2BB0, 0x249A, 0x249B, 0x2B7A, 0x7FFE, 0x7FFE, 0x7FFE, 0x2955, 0x2E1B, 0xD013B, ]
ID = 0x013C, Name = Sheldon, Personality = 1, Catchphrase = cardio, Shirt = 0x2555, Furniture = [0x213F, 0x23B6, 0x23F7, 0x2771, 0x2AF0, 0x2D77, 0x2D77, 0x2AF1, 0x7FFE, 0x2B02, 0x2BB6, 0x2AF2, 0x2AF4, 0x2BA4, 0x7FFE, 0x7FFE, 0x7FFE, 0x7FFE, 0x7FFE, 0x7FFE, 0x1B013C, ]
ID = 0x013D, Name = Marshal, Personality = 3, Catchphrase = sulky, Shirt = 0x2565, Furniture = [0x2174, 0x237E, 0x240B, 0x2761, 0x2D6A, 0x2D6E, 0x2D66, 0x2C87, 0x2D67, 0x2AE5, 0x2C5F, 0x2D69, 0x2C75, 0x2C80, 0x2C56, 0x2174, 0x7FFE, 0x7FFE, 0x2CC4, 0x2C2C, 0x1E013D, ]
ID = 0x013E, Name = Hazel, Personality = 7, Catchphrase = uni-wow, Shirt = 0x2531, Furniture = [0x217F, 0x23A8, 0x240C, 0x276B, 0x2ADD, 0x2DDA, 0x2DD8, 0x2DDB, 0x2A45, 0x2B7D, 0x2DD9, 0x2C98, 0x7FFE, 0x7FFE, 0x2BA5, 0x2ABF, 0x7FFE, 0x7FFE, 0x7FFE, 0x2E1B, 0x3E013E, ]
ID = 0x013F, Name = Rolf, Personality = 2, Catchphrase = grrrolf, Shirt = 0x24D5, Furniture = [0x216D, 0x235B, 0x2416, 0x2766, 0x2B84, 0x2A7A, 0x2A79, 0x2B6E, 0x2A7B, 0x2A7C, 0x7FFE, 0x2C5D, 0x2C57, 0x2AD4, 0x2A78, 0x2BA4, 0x7FFE, 0x7FFE, 0x2CC7, 0x2CC5, 0x18013F, ]
ID = 0x0140, Name = Rowan, Personality = 1, Catchphrase = mango, Shirt = 0x24A0, Furniture = [0x2149, 0x2342, 0x240E, 0x2756, 0x2935, 0x293E, 0x293A, 0x22ED, 0x293D, 0x293C, 0x2939, 0x2B0C, 0x2B35, 0x2937, 0x22A9, 0x2B28, 0x7FFE, 0x7FFE, 0x293F, 0x7FFE, 0xA0140, ]
ID = 0x0141, Name = Bangle, Personality = 5, Catchphrase = growf, Shirt = 0x2580, Furniture = [0x2147, 0x23B2, 0x240A, 0x276F, 0x29A3, 0x29BE, 0x2C9D, 0x2AE9, 0x29BA, 0x2D93, 0x2D93, 0x2B37, 0x2CBC, 0x2B20, 0x2ADF, 0x2ADE, 0x2C76, 0x7FFE, 0x2CD0, 0x29AD, 0x3A0141, ]
ID = 0x0142, Name = Leonardo, Personality = 1, Catchphrase = flexin', Shirt = 0x244A, Furniture = [0x213E, 0x2375, 0x240B, 0x276F, 0x29D4, 0x296C, 0x2B9F, 0x2AE9, 0x7FFE, 0x2AED, 0x2AEC, 0x2B39, 0x2B3A, 0x2B35, 0x2A81, 0x7FFE, 0x7FFE, 0x7FFE, 0x2CC7, 0x7FFE, 0x280142, ]
ID = 0x0143, Name = Claudia, Personality = 6, Catchphrase = ooh la la, Shirt = 0x24C9, Furniture = [0x217E, 0x2394, 0x2405, 0x276D, 0x2C96, 0x2956, 0x2A3A, 0x2A35, 0x2B9F, 0x2B33, 0x295C, 0x2B61, 0x2B61, 0x7FFE, 0x28A6, 0x2D7B, 0x2C81, 0x7FFE, 0x7FFE, 0x7FFE, 0x280143, ]
ID = 0x0144, Name = Bianca, Personality = 5, Catchphrase = glimmer, Shirt = 0x251F, Furniture = [0x216F, 0x23AD, 0x240B, 0x2764, 0x2C97, 0x2D3D, 0x2A45, 0x2B9F, 0x2D3B, 0x2B7C, 0x2C70, 0x2CB1, 0x2885, 0x2B99, 0x2C90, 0x2B80, 0x7FFE, 0x7FFE, 0x2CC9, 0x2C2C, 0x220144, ]
ID = 0x0145, Name = Chief, Personality = 2, Catchphrase = harrumph, Shirt = 0x248A, Furniture = [0x214C, 0x2397, 0x241A, 0x2774, 0x29B3, 0x29B5, 0x29AF, 0x29B1, 0x7FFE, 0x2B42, 0x29B4, 0x2B4D, 0x2CA9, 0x7FFE, 0x7FFE, 0x7FFE, 0x7FFE, 0x7FFE, 0x2C60, 0x7FFE, 0xA0145, ]
ID = 0x0146, Name = Lobo, Personality = 2, Catchphrase = ah-rooooo, Shirt = 0x2480, Furniture = [0x213E, 0x2377, 0x240B, 0x2759, 0x2988, 0x2B9F, 0x2940, 0x2989, 0x2987, 0x2B39, 0x2B3A, 0x2B3B, 0x298B, 0x2B38, 0x2B6D, 0x7FFE, 0x7FFE, 0x7FFE, 0x7FFE, 0x7FFE, 0x1D0146, ]
ID = 0x0147, Name = Wolfgang, Personality = 2, Catchphrase = snarrrl, Shirt = 0x24DB, Furniture = [0x215A, 0x2378, 0x23CD, 0x2759, 0x298D, 0x2D94, 0x2BA2, 0x2994, 0x7FFE, 0x28F9, 0x28F8, 0x28E4, 0x2B41, 0x2C44, 0x7FFE, 0x22FB, 0x7FFE, 0x7FFE, 0x7FFE, 0x7FFE, 0x410147, ]
ID = 0x0148, Name = Whitney, Personality = 6, Catchphrase = snappy, Shirt = 0x257E, Furniture = [0x2139, 0x2377, 0x2409, 0x2770, 0x294B, 0x2951, 0x2BA1, 0x295A, 0x2B9A, 0x2BB0, 0x2953, 0x2B2F, 0x2954, 0x7FFE, 0x2ADF, 0x7FFE, 0x7FFE, 0x7FFE, 0x7FFE, 0x2CC2, 0x140148, ]
ID = 0x0149, Name = Freya, Personality = 6, Catchphrase = uff da, Shirt = 0x24CB, Furniture = [0x2141, 0x23AA, 0x23E9, 0x276D, 0x298D, 0x2994, 0x2991, 0x2995, 0x2BA2, 0x7FFE, 0x2B9B, 0x2B42, 0x2C70, 0x2BA8, 0x2CAC, 0x7FFE, 0x7FFE, 0x7FFE, 0x2C60, 0x7FFE, 0x150149, ]
ID = 0x014A, Name = Fang, Personality = 2, Catchphrase = cha-chomp, Shirt = 0x24C0, Furniture = [0x2131, 0x2385, 0x23ED, 0x2756, 0x294B, 0x7FFE, 0x2952, 0x2BA1, 0x294F, 0x2B30, 0x2B38, 0x28EA, 0x28E5, 0x2A43, 0x2C06, 0x7FFE, 0x7FFE, 0x7FFE, 0x7FFE, 0x7FFE, 0x13014A, ]
ID = 0x014B, Name = Skye, Personality = 4, Catchphrase = airmail, Shirt = 0x24C9, Furniture = [0x215E, 0x2363, 0x2439, 0x2757, 0x2D42, 0x2B45, 0x2D3D, 0x2A3E, 0x2D3A, 0x7FFE, 0x2B9C, 0x2B35, 0x2B2D, 0x2D14, 0x2B8F, 0x7FFE, 0x7FFE, 0x7FFE, 0x2D40, 0x7FFE, 0x1C014B, ]
